"Landcover_Class","EVT_Nick","EVC_Name","EVH_Name","SumCO2_ha","SumCO2total","Area_Ha","SumCO2_nonsoil","SumCO2_soil","SumCO2_emissions","OID","CO2e_nonsoil","CO2e_soil","N2O_emissions","CH4_emissions"
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",76.63,6.89,0.09,0.99,6.12,-0.22,861,11.01,68.07,-2.45,0.00
"Grassland","Grassland","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",62.58,28.16,0.45,3.30,24.88,-0.02,569,7.34,55.30,-0.06,0.00
"Orchard","Orchard","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",122.95,11.06,0.09,5.64,5.60,-0.17,2179,62.68,62.24,-1.97,0.00
"Grassland","Grassland","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",108.09,38.91,0.36,2.64,36.29,-0.02,219,7.34,100.81,-0.06,0.00
"Grassland","Grassland","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",81.04,277.18,3.42,25.10,252.28,-0.20,61,7.34,73.76,-0.06,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",336.70,121.21,0.36,93.30,27.90,0.00,95,259.19,77.51,0.00,0.00
"Grassland","Grassland","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",84.79,2388.54,28.17,206.76,2183.46,-1.69,53,7.34,77.51,-0.06,0.00
"Grassland","Grassland","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",62.58,61.96,0.99,7.26,54.75,-0.05,235,7.34,55.30,-0.06,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 10 and < 20%","Forest Height 0 to 5 meters",332.96,59.93,0.18,46.65,13.27,0.00,60,259.19,73.76,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",103.12,9.28,0.09,2.64,6.63,0.00,5824,29.36,73.76,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",106.87,19.23,0.18,5.28,13.95,0.00,5881,29.36,77.51,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,7.62,0.09,2.64,4.97,0.00,7136,29.36,55.30,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",103.12,37.12,0.36,10.56,26.55,0.00,5818,29.36,73.76,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",130.17,23.43,0.18,5.28,18.14,0.00,5714,29.36,100.81,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",45.77,4.11,0.09,0.99,3.34,-0.22,6389,11.01,37.21,-2.45,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",130.17,46.86,0.36,10.56,36.29,0.00,5665,29.36,100.81,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",106.87,9.61,0.09,2.64,6.97,0.00,6086,29.36,77.51,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",103.12,9.28,0.09,2.64,6.63,0.00,5821,29.36,73.76,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",130.17,58.57,0.45,13.21,45.36,0.00,5671,29.36,100.81,0.00,0.00
"Vineyard","Vineyard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",71.57,122.38,1.71,18.19,105.74,-1.55,1199,10.64,61.83,-0.91,0.00
"Urban","Developed","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,137.16,1.62,47.56,89.59,0.00,1586,29.36,55.30,0.00,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",376.30,43553.36,115.74,34582.30,8971.05,0.00,23,298.79,77.51,0.00,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",139.03,4141.74,29.79,1867.34,2333.08,-58.68,379,62.68,78.31,-1.97,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",103.87,4851.89,46.71,2927.95,2015.96,-92.01,714,62.68,43.15,-1.97,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.79,186047.09,2194.20,16105.42,170073.31,-131.65,22,7.34,77.51,-0.06,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",122.95,2312.81,18.81,1179.07,1170.79,-37.05,619,62.68,62.24,-1.97,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",62.58,9006.88,143.91,1056.29,7959.21,-8.63,752,7.34,55.30,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",62.60,1577.75,25.20,277.45,1393.73,-93.42,3550,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",62.58,3475.45,55.53,407.59,3071.19,-3.33,63,7.34,55.30,-0.06,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",354.09,17209.25,48.60,14521.34,2687.91,0.00,1260,298.79,55.30,0.00,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",372.56,7711.99,20.70,6185.01,1526.97,0.00,638,298.79,73.76,0.00,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",122.55,33023.15,269.46,16890.72,16663.27,-530.83,183,62.68,61.83,-1.97,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",50.65,1349.42,26.64,195.53,1222.35,-68.46,2303,7.34,45.88,-2.57,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",108.09,84939.89,785.79,5767.69,79219.34,-47.14,223,7.34,100.81,-0.06,0.00
"Orchard","Orchard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",103.87,635.70,6.12,383.62,264.13,-12.05,1233,62.68,43.15,-1.97,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",45.77,210.10,4.59,50.53,170.81,-11.24,1048,11.01,37.21,-2.45,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",69.31,7423.72,107.10,786.11,6912.86,-275.24,570,7.34,64.54,-2.57,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",81.04,12152.18,149.94,1100.55,11060.62,-8.99,268,7.34,73.76,-0.06,0.00
"Wetland","Wetland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.81,18594.38,219.24,2413.83,16993.38,-812.83,1038,11.01,77.51,0.00,-3.70
"Urban","Developed","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",106.87,913.74,8.55,251.02,662.71,0.00,2115,29.36,77.51,0.00,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",69.71,589.82,8.46,62.09,549.46,-21.74,1323,7.34,64.94,-2.57,0.00
"Urban","Developed","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",130.17,269.46,2.07,60.77,208.68,0.00,3999,29.36,100.81,0.00,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",399.60,11544.67,28.89,8632.13,2912.54,0.00,1452,298.79,100.81,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",52.52,18.90,0.36,3.96,15.82,-0.88,989,11.01,43.96,-2.45,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",62.65,727.43,11.61,127.82,628.05,-28.44,845,11.01,54.09,-2.45,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",130.17,128.87,0.99,29.06,99.80,0.00,5352,29.36,100.81,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,30.48,0.36,10.56,19.91,0.00,4646,29.36,55.30,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",81.06,1539.50,18.99,209.07,1400.83,-70.40,2809,11.01,73.76,0.00,-3.70
"Vineyard","Vineyard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",52.89,161.85,3.06,32.56,132.06,-2.78,3044,10.64,43.15,-0.91,0.00
"Wetland","Wetland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",62.60,4445.89,71.01,781.82,3927.34,-263.26,3295,11.01,55.30,0.00,-3.70
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,45.72,0.54,15.85,29.86,0.00,4561,29.36,55.30,0.00,0.00
"Water","Water","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",354.09,31.86,0.09,26.89,4.97,0.00,3047,298.79,55.30,0.00,0.00
"Wetland","Wetland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",108.11,99397.73,919.35,10122.04,92684.17,-3408.49,2731,11.01,100.81,0.00,-3.70
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",50.65,145.88,2.88,21.13,132.14,-7.40,3314,7.34,45.88,-2.57,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",106.87,38.47,0.36,10.56,27.90,0.00,5410,29.36,77.51,0.00,0.00
"Shrubland","Northern and Central California Dry-Mesic Chaparral","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",354.09,5417.72,15.30,4571.53,846.19,0.00,2569,298.79,55.30,0.00,0.00
"Vineyard","Vineyard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",88.05,55.47,0.63,6.70,49.34,-0.57,3097,10.64,78.31,-0.91,0.00
"Irrigated Pasture","Irrigated Pasture","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",76.63,475.92,6.21,68.37,422.76,-15.21,2689,11.01,68.07,-2.45,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,7.62,0.09,2.64,4.97,0.00,4976,29.36,55.30,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,373.38,4.41,129.47,243.90,0.00,4546,29.36,55.30,0.00,0.00
"Vineyard","Vineyard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",71.97,25.91,0.36,3.83,22.40,-0.32,3807,10.64,62.24,-0.91,0.00
"Urban","Developed","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",103.12,55.68,0.54,15.85,39.83,0.00,2846,29.36,73.76,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,358.14,4.23,124.19,233.94,0.00,4540,29.36,55.30,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",106.87,250.07,2.34,68.70,181.37,0.00,5343,29.36,77.51,0.00,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",85.77,3744.19,43.65,320.39,3535.98,-112.18,2408,7.34,81.00,-2.57,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",106.87,634.81,5.94,174.39,460.41,0.00,5387,29.36,77.51,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",106.87,182.74,1.71,50.20,132.54,0.00,5397,29.36,77.51,0.00,0.00
"Vineyard","Vineyard","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",52.89,57.12,1.08,11.49,46.61,-0.98,3370,10.64,43.15,-0.91,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,701.04,8.28,243.10,457.94,0.00,4530,29.36,55.30,0.00,0.00
"Urban","Urban","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.66,320.04,3.78,110.98,209.06,0.00,4557,29.36,55.30,0.00,0.00
"Shrubland","Inter-Mountain Basins Big Sagebrush Shrubland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",279.50,150.93,0.54,109.07,41.85,0.00,659,201.99,77.51,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",62.58,33.79,0.54,3.96,29.86,-0.03,324,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",84.79,3937.66,46.44,340.86,3599.58,-2.78,65,7.34,77.51,-0.06,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",81.04,284.47,3.51,25.76,258.92,-0.21,222,7.34,73.76,-0.06,0.00
"Annual Cropland","Annual Cropland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",69.31,56.14,0.81,5.94,52.28,-2.08,949,7.34,64.54,-2.57,0.00
"Shrubland","Inter-Mountain Basins Big Sagebrush Shrubland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",275.76,24.81,0.09,18.17,6.63,0.00,765,201.99,73.76,0.00,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",62.58,11.26,0.18,1.32,9.95,-0.01,300,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Shrub Cover >= 10 and < 20%","Shrub Height 1.0 to 3.0 meters",108.09,77.82,0.72,5.28,72.58,-0.04,132,7.34,100.81,-0.06,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",553.59,38214.37,69.03,34396.54,3817.83,0.00,259,498.28,55.30,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",52.52,28.36,0.54,5.94,23.74,-1.32,1596,11.01,43.96,-2.45,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",543.82,783.10,1.44,703.45,79.64,0.00,1008,488.51,55.30,0.00,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",543.82,3523.95,6.48,3165.56,358.38,0.00,353,488.51,55.30,0.00,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",572.05,3552.43,6.21,3094.34,458.09,0.00,1399,498.28,73.76,0.00,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",589.32,53.03,0.09,43.96,9.07,0.00,1593,488.51,100.81,0.00,0.00
"Grassland","Grassland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",81.04,175.06,2.16,15.85,159.33,-0.12,686,7.34,73.76,-0.06,0.00
"Annual Cropland","Annual Cropland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",50.65,59.26,1.17,8.58,53.68,-3.00,1667,7.34,45.88,-2.57,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",562.28,455.44,0.81,395.69,59.75,0.00,1595,488.51,73.76,0.00,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",575.79,1710.10,2.97,1479.90,230.20,0.00,335,498.28,77.51,0.00,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",599.09,431.35,0.72,358.76,72.58,0.00,1526,498.28,100.81,0.00,0.00
"Annual Cropland","Annual Cropland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",69.31,6.23,0.09,0.66,5.80,-0.23,1047,7.34,64.54,-2.57,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",566.02,509.42,0.90,439.66,69.75,0.00,46,488.51,77.51,0.00,0.00
"Grassland","Grassland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",62.58,123.92,1.98,14.53,109.50,-0.11,566,7.34,55.30,-0.06,0.00
"Grassland","Grassland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",62.58,332.33,5.31,38.97,293.67,-0.31,308,7.34,55.30,-0.06,0.00
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",62.65,62.02,0.99,10.89,53.55,-2.42,139,11.01,54.09,-2.45,0.00
"Wetland","Wetland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",108.11,9.73,0.09,0.99,9.07,-0.33,1616,11.01,100.81,0.00,-3.70
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",45.77,12.35,0.27,2.97,10.04,-0.66,1476,11.01,37.21,-2.45,0.00
"Orchard","Orchard","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",103.87,1028.34,9.90,620.56,427.27,-19.50,415,62.68,43.15,-1.97,0.00
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",76.63,6.89,0.09,0.99,6.12,-0.22,708,11.01,68.07,-2.45,0.00
"Orchard","Orchard","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",122.55,11.02,0.09,5.64,5.56,-0.17,1884,62.68,61.83,-1.97,0.00
"Grassland","Grassland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",84.79,328.13,3.87,28.40,299.96,-0.23,215,7.34,77.51,-0.06,0.00
"Annual Cropland","Annual Cropland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",50.65,4.55,0.09,0.66,4.12,-0.23,2122,7.34,45.88,-2.57,0.00
"Wetland","Wetland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",62.60,118.33,1.89,20.80,104.53,-7.00,1592,11.01,55.30,0.00,-3.70
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",553.59,2142.39,3.87,1928.35,214.03,0.00,1137,498.28,55.30,0.00,0.00
"Orchard","Orchard","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",122.95,33.19,0.27,16.92,16.80,-0.53,2166,62.68,62.24,-1.97,0.00
"Vineyard","Vineyard","Tree Cover >= 30 and < 40%","Forest Height 10 to 25 meters",52.89,9.52,0.18,1.91,7.76,-0.16,2360,10.64,43.15,-0.91,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",488.39,66461.41,136.08,58935.24,7526.16,0.00,243,433.09,55.30,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",45.77,4.11,0.09,0.99,3.34,-0.22,2305,11.01,37.21,-2.45,0.00
"Grassland","Grassland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",62.58,383.03,6.12,44.92,338.47,-0.36,264,7.34,55.30,-0.06,0.00
"Orchard","Orchard","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",122.95,11.06,0.09,5.64,5.60,-0.17,1869,62.68,62.24,-1.97,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",479.90,431.91,0.90,382.14,49.77,0.00,885,424.60,55.30,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",62.65,50.75,0.81,8.91,43.81,-1.98,131,11.01,54.09,-2.45,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",488.39,967.03,1.98,857.52,109.50,0.00,985,433.09,55.30,0.00,0.00
"Grassland","Grassland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",84.79,213.67,2.52,18.49,195.32,-0.15,216,7.34,77.51,-0.06,0.00
"Annual Cropland","Annual Cropland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",50.65,310.00,6.12,44.92,280.81,-15.72,1615,7.34,45.88,-2.57,0.00
"Orchard","Orchard","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",103.87,1561.20,15.03,942.13,648.68,-29.60,1614,62.68,43.15,-1.97,0.00
"Grassland","Grassland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",81.04,211.53,2.61,19.15,192.53,-0.15,646,7.34,73.76,-0.06,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",498.36,403.67,0.81,343.92,59.75,0.00,1051,424.60,73.76,0.00,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",510.60,1378.62,2.70,1169.35,209.27,0.00,317,433.09,77.51,0.00,0.00
"Urban","Developed","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",84.66,7.62,0.09,2.64,4.97,0.00,2011,29.36,55.30,0.00,0.00
"Annual Cropland","Annual Cropland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",69.71,6.27,0.09,0.66,5.84,-0.23,1966,7.34,64.94,-2.57,0.00
"Grassland","Grassland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",62.58,163.35,2.61,19.15,144.35,-0.15,565,7.34,55.30,-0.06,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",506.85,2280.86,4.50,1948.91,331.95,0.00,287,433.09,73.76,0.00,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",502.11,677.84,1.35,573.21,104.63,0.00,281,424.60,77.51,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",52.52,37.81,0.72,7.92,31.65,-1.76,1572,11.01,43.96,-2.45,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",533.90,96.10,0.18,77.95,18.14,0.00,1640,433.09,100.81,0.00,0.00
"Wetland","Wetland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",62.60,535.31,8.55,94.13,472.87,-31.69,1517,11.01,55.30,0.00,-3.70
"Grassland","Grassland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",108.09,9.72,0.09,0.66,9.07,-5.39999987930059e-03,1617,7.34,100.81,-0.06,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 20 and < 30%","Forest Height 10 to 25 meters",479.90,5226.19,10.89,4623.90,602.29,0.00,266,424.60,55.30,0.00,0.00
"Grassland","Grassland","Tree Cover >= 20 and < 30%","Forest Height 25 to 50 meters",81.04,7.29,0.09,0.66,6.63,-5.39999987930059e-03,7081,7.34,73.76,-0.06,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 50 and < 60%","Forest Height 10 to 25 meters",740.14,266.45,0.36,238.54,27.90,0.00,1028,662.63,77.51,0.00,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 50 and < 60%","Forest Height 10 to 25 meters",723.41,130.21,0.18,116.93,13.27,0.00,1630,649.64,73.76,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 50 and < 60%","Forest Height 10 to 25 meters",52.52,14.18,0.27,2.97,11.87,-0.66,1571,11.01,43.96,-2.45,0.00
"Forest","Inter-Mountain Basins Montane Riparian Forest and Woodland","Tree Cover >= 50 and < 60%","Forest Height 10 to 25 meters",704.95,761.34,1.08,701.61,59.73,0.00,1923,649.64,55.30,0.00,0.00
"Irrigated Pasture","Irrigated Pasture","Tree Cover >= 50 and < 60%","Forest Height 10 to 25 meters",62.65,5.63,0.09,0.99,4.86,-0.22,1543,11.01,54.09,-2.45,0.00
"Grassland","Grassland","Tree Cover >= 50 and < 60%","Forest Height 10 to 25 meters",84.79,15.26,0.18,1.32,13.95,-0.01,548,7.34,77.51,-0.06,0.00
