OID_,AREA_HA,CUSTOMCODE,LANDCOVER_,EVT_NICK,EVT_NAME,IPCC_SOIL,SOC,TOTAL_MASS,TOT_MASS,N2O_EMISSI,CH4_EMISSI,gridcode14
,0.09,8,Vineyard,Vineyard,Northern and Central California Dry-Mesic Chaparral,Sandy,21.168,293.094,5.22,-1.638,0,3466
,0.27,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,146.547,0,0,2095
,1.8,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,146.547,0,0,2413
,6.21,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,LAC,36.18,293.094,3.6,-0.107982,0,4517
,1.44,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,3.6,-0.107982,0,3669
,0.54,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,3.6,-0.107982,0,3810
,0.27,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,LAC,36.18,436.932,218.466,0,0,6602
,0.09,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,436.932,218.466,0,0,7481
,0.09,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,HAC,38.016,436.932,218.466,0,0,749
,0.54,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,LAC,30.528,436.932,30.744,-3.546,0,750
,1.44,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,436.932,3.6,-0.107982,0,1516
,24.21,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,HAC,38.016,436.932,3.6,-0.107982,0,958
,0.27,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,LAC,36.18,445.67064,222.83532,0,0,1537
,0.09,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,445.67064,222.83532,0,0,1538
,0.45,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,445.67064,222.83532,0,0,1881
,0.81,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,HAC,30.33,436.932,30.744,-3.546,0,758
,0.27,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,NA,27.126,445.67064,222.83532,0,0,2038
,0.72,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Wetland,39.731292,436.932,3.6,-4.626,0,5070
,0.18,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,436.932,218.466,0,0,2793
,0.36,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Sandy,22.504536,436.932,3.6,-4.626,0,5488
,0.54,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,NA,27.126,436.932,5.4,0,-6.6735,4908
,4.14,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,HAC,38.016,436.932,5.4,0,-6.6735,4524
,4.95,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,436.932,3.6,-0.107982,0,4523
,0.09,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,Sandy,21.168,436.932,30.744,-3.546,0,4842
,0.54,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,LAC,36.18,436.932,3.6,-0.107982,0,2507
,3.69,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,LAC,36.18,436.932,5.4,0,-6.6735,4624
,1.98,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,436.932,5.4,0,-6.6735,4682
,70.92,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,436.932,5.4,0,-6.6735,4491
,9,3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,NA,27.126,274.518,137.259,0,0,7416
,12.51,3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,HAC,38.016,274.518,137.259,0,0,7357
,1.8,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,3.6,-0.107982,0,5877
,0.27,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,5.4,0,-6.6735,6220
,0.09,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,3.6,-0.107982,0,6221
,0.45,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,5.4,0,-6.6735,6203
,1.17,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,5.4,0,-6.6735,6623
,0.27,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,15.84,0,0,1470
,0.81,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,15.84,0,0,2207
,0.18,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,HAC,30.33,31.68,30.744,-3.546,0,801
,0.27,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,15.84,0,0,1367
,0.18,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,Wetland,39.731292,31.68,3.6,-4.626,0,5527
,9.18,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,5.4,0,-6.6735,4668
,0.09,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,HAC,31.657374,31.68,3.6,-4.626,0,3866
,0.09,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,NA,22.504536,31.68,3.6,-4.626,0,3323
,0.18,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,3.6,-0.107982,0,5572
,0.09,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,15.84,0,0,3867
,2.52,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,3.6,-0.107982,0,2665
,0.09,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,HAC,38.016,527.976,3.6,-0.107982,0,6887
,0.09,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,527.976,5.4,0,-6.6735,6188
,0.09,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,LAC,30.528,527.976,30.744,-3.546,0,5134
,0.18,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,LAC,36.18,527.976,5.4,0,-6.6735,5059
,0.09,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,Wetland,38.412,527.976,30.744,-3.546,0,5138
,0.36,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Wetland,39.731292,527.976,3.6,-4.626,0,5032
,0.45,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,527.976,5.4,0,-6.6735,4980
,0.81,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,217.746,5.4,0,-6.6735,1895
,10.53,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,HAC,38.016,217.746,3.6,-0.107982,0,736
,3.6,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,LAC,36.18,222.10092,111.05046,0,0,1312
,1.98,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,217.746,108.873,0,0,1663
,0.18,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,NA,27.126,222.10092,111.05046,0,0,1912
,0.36,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,LAC,36.18,217.746,3.6,-0.107982,0,858
,1.26,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,Sandy,21.168,217.746,30.744,-3.546,0,1897
,0.54,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Sandy,22.504536,217.746,3.6,-4.626,0,1929
,0.54,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,LAC,30.528,217.746,30.744,-3.546,0,810
,0.9,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,LAC,36.18,217.746,108.873,0,0,1336
,0.99,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,222.10092,111.05046,0,0,1415
,0.09,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,NA,27.126,217.746,108.873,0,0,2030
,24.03,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,222.10092,111.05046,0,0,1397
,2.7,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,HAC,30.33,217.746,30.744,-3.546,0,662
,0.54,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,HAC,38.016,217.746,108.873,0,0,464
,0.27,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,217.746,3.6,-0.107982,0,1688
,0.36,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,HAC,38.016,217.746,5.4,0,-6.6735,2606
,0.09,8,Vineyard,Vineyard,California Central Valley Riparian Forest and Woodland,NA,21.168,217.746,5.22,-1.638,0,4598
,4.05,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,217.746,5.4,0,-6.6735,4558
,0.81,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,Wetland,38.412,217.746,30.744,-3.546,0,2496
,0.45,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,LAC,36.18,217.746,5.4,0,-6.6735,5459
,0.09,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Forest and Woodland,Wetland,33.39,217.746,5.4,-4.41,0,2690
,0.18,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,NA,21.168,217.746,30.744,-3.546,0,2505
,0.09,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,HAC,38.016,222.10092,111.05046,0,0,2674
,0.18,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Wetland,39.731292,217.746,3.6,-4.626,0,5017
,0.27,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,NA,27.126,217.746,5.4,0,-6.6735,4450
,0.18,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,NA,27.126,217.746,3.6,-0.107982,0,2840
,2.07,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,217.746,3.6,-0.107982,0,2474
,0.09,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,12.114,3.6,-0.107982,0,7011
,0.09,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,LAC,30.528,240.624,30.744,-3.546,0,6688
,0.09,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,LAC,36.18,240.624,3.6,-0.107982,0,5885
,0.27,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,HAC,38.016,240.624,5.4,0,-6.6735,6807
,0.09,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,Wetland,38.412,240.624,30.744,-3.546,0,6401
,0.18,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,LAC,36.18,240.624,5.4,0,-6.6735,5852
,4.05,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,LAC,36.18,245.43648,122.71824,0,0,1365
,0.9,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,HAC,38.016,240.624,120.312,0,0,850
,4.5,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,HAC,30.33,240.624,30.744,-3.546,0,811
,1.53,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,240.624,5.4,0,-6.6735,1915
,0.45,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,240.624,120.312,0,0,1469
,0.72,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Sandy,22.504536,240.624,3.6,-4.626,0,1926
,1.08,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,LAC,36.18,240.624,120.312,0,0,1395
,8.64,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,245.43648,122.71824,0,0,1457
,1.35,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,245.43648,122.71824,0,0,1454
,0.18,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,240.624,3.6,-0.107982,0,1948
,0.09,10,Rice,Rice,California Central Valley Riparian Forest and Woodland,Sandy,22.504536,240.624,1.8,-0.5148,-7.866,1969
,8.01,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,HAC,38.016,240.624,3.6,-0.107982,0,848
,0.09,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,NA,27.126,240.624,3.6,-0.107982,0,4012
,4.95,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,240.624,5.4,0,-6.6735,1390
,0.99,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,Sandy,21.168,240.624,30.744,-3.546,0,1927
,0.54,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,240.624,120.312,0,0,1539
,0.09,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,NA,27.126,245.43648,122.71824,0,0,1991
,0.27,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,HAC,31.657374,240.624,3.6,-4.626,0,4904
,0.54,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,240.624,3.6,-0.107982,0,2890
,2.97,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Herbaceous,Wetland,33.39,20.412,5.4,-4.41,0,5729
,0.99,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,HAC,31.657374,20.412,3.6,-4.626,0,5685
,0.63,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,NA,27.126,20.412,5.4,0,-6.6735,6037
,2.16,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,LAC,36.18,20.412,3.6,-0.107982,0,5957
,0.27,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Herbaceous,Sandy,18.252,20.412,5.4,-4.41,0,5802
,2.79,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,Wetland,49.446,20.412,5.4,0,-6.6735,6183
,5.13,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,Wetland,38.412,20.412,30.744,-3.546,0,4103
,3.69,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,Sandy,21.168,20.412,30.744,-3.546,0,2082
,1322.82,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,Wetland,49.446,20.412,5.4,0,-6.6735,4131
,0.09,4,Urban,Developed,California Central Valley Riparian Herbaceous,Sandy,27.126,20.412,14.4,0,0,4070
,7.38,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,Sandy,27.126,20.412,5.4,0,-6.6735,2058
,10.8,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,Sandy,27.126,20.412,3.6,-0.107982,0,2043
,57.87,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,LAC,36.18,20.412,5.4,0,-6.6735,4059
,2.52,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,NA,21.168,20.412,30.744,-3.546,0,3542
,0.36,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,LAC,36.18,20.412,5.4,0,-6.6735,2387
,1.8,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,LAC,31.855176,20.412,3.6,-4.626,0,4798
,0.09,8,Vineyard,Vineyard,California Central Valley Riparian Herbaceous,Wetland,38.412,20.412,5.22,-1.638,0,5133
,2.34,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,LAC,30.528,20.412,30.744,-3.546,0,4634
,0.27,8,Vineyard,Vineyard,California Central Valley Riparian Herbaceous,LAC,30.528,20.412,5.22,-1.638,0,4888
,0.99,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,Sandy,22.504536,20.412,3.6,-4.626,0,4325
,0.63,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,HAC,30.33,20.412,30.744,-3.546,0,5150
,36.36,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,NA,27.126,20.412,5.4,0,-6.6735,4219
,0.72,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Herbaceous,HAC,26.532,20.412,5.4,-4.41,0,5382
,1.35,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,HAC,38.016,20.412,5.4,0,-6.6735,2782
,46.35,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,Sandy,27.126,20.412,5.4,0,-6.6735,3815
,0.99,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,NA,27.126,20.412,3.6,-0.107982,0,2892
,6.12,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,Wetland,39.731292,20.412,3.6,-4.626,0,4476
,59.58,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,HAC,38.016,20.412,5.4,0,-6.6735,4472
,23.58,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,HAC,38.016,20.412,3.6,-0.107982,0,2764
,0.09,8,Vineyard,Vineyard,California Central Valley Riparian Herbaceous,NA,21.168,20.412,5.22,-1.638,0,4650
,1.35,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,NA,22.504536,20.412,3.6,-4.626,0,4340
,35.1,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,Wetland,49.446,20.412,3.6,-0.107982,0,4496
,0.09,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,LAC,36.18,397.314,5.4,0,-6.6735,6041
,0.18,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,397.314,5.4,0,-6.6735,4565
,0.18,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,HAC,38.016,450.18,225.09,0,0,7345
,92.07,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,NA,27.126,459.1836,229.5918,0,0,6609
,2.52,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,LAC,36.18,459.1836,229.5918,0,0,7271
,2.07,2,Grassland,Grassland,Central and Southern California Mixed Evergreen Woodland,HAC,38.016,450.18,3.6,-0.107982,0,6586
,1764.18,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,HAC,38.016,459.1836,229.5918,0,0,6556
,0.09,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,LAC,30.528,613.998,30.744,-3.546,0,5136
,0.09,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,LAC,36.18,613.998,5.4,0,-6.6735,5058
,0.45,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,613.998,5.4,0,-6.6735,4907
,0.54,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,HAC,38.016,301.86,5.4,0,-6.6735,6269
,0.18,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,301.86,5.4,0,-6.6735,6071
,0.18,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,HAC,38.016,327.744,163.872,0,0,6775
,1.98,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,NA,27.126,334.29888,167.14944,0,0,6706
,0.09,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,LAC,36.18,334.29888,167.14944,0,0,6929
,36.45,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,HAC,38.016,334.29888,167.14944,0,0,6636
,0.72,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,15.84,0,0,7597
,0.09,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,3.6,-0.107982,0,6133
,0.36,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,5.4,0,-6.6735,4090
,0.09,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,3.6,-0.107982,0,2911
,0.27,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,5.4,0,-6.6735,4560
,0.27,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,5.4,0,-6.6735,4738
,2.97,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,15.84,0,0,2910
,0.09,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,12.114,3.6,-0.107982,0,7595
,1.17,3082,Shrubland,Mojave Mid-Elevation Mixed Desert Scrub,Mojave Mid-Elevation Mixed Desert Scrub,NA,27.126,11.466,5.733,0,0,7109
,0.09,3082,Shrubland,Mojave Mid-Elevation Mixed Desert Scrub,Mojave Mid-Elevation Mixed Desert Scrub,HAC,38.016,11.466,5.733,0,0,6909
,0.99,2,Grassland,Grassland,Mojave Mid-Elevation Mixed Desert Scrub,NA,27.126,11.466,3.6,-0.107982,0,7250
,0.09,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,HAC,38.016,294.876,147.438,0,0,7140
,52.92,3014,Forest,Central and Southern California Mixed Evergreen Woodland,Central and Southern California Mixed Evergreen Woodland,NA,27.126,300.77352,150.38676,0,0,6865
