OID_,AREA_HA,CUSTOMCODE,LANDCOVER_,EVT_NICK,EVT_NAME,IPCC_SOIL,SOC,TOTAL_MASS,TOT_MASS,N2O_EMISSI,CH4_EMISSI,gridcode14
,1.44,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,LAC,36.18,293.256,3.6,-0.107982,0,843
,1.53,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,293.256,3.6,-0.107982,0,1896
,0.18,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,NA,27.126,299.12112,149.56056,0,0,1590
,3.42,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,HAC,31.657374,293.256,3.6,-4.626,0,3119
,0.18,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Wetland,39.731292,293.256,3.6,-4.626,0,5006
,0.09,8,Vineyard,Vineyard,California Central Valley Riparian Forest and Woodland,HAC,30.33,293.256,5.22,-1.638,0,4630
,0.27,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,NA,27.126,293.256,5.4,0,-6.6735,4757
,1.71,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,LAC,36.18,293.256,5.4,0,-6.6735,4761
,10.26,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,293.256,3.6,-0.107982,0,2864
,0.72,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Forest and Woodland,Sandy,18.252,293.256,5.4,-4.41,0,2970
,2.07,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,HAC,38.016,293.256,5.4,0,-6.6735,5610
,0.18,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Forest and Woodland,Wetland,33.39,293.256,5.4,-4.41,0,2950
,3.78,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Forest and Woodland,HAC,26.532,293.256,5.4,-4.41,0,2953
,35.91,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,293.256,5.4,0,-6.6735,4534
,0.27,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,358.686,179.343,0,0,6486
,63.63,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,HAC,38.016,358.686,3.6,-0.107982,0,667
,0.63,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,365.85972,182.92986,0,0,1450
,3.78,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,358.686,3.6,-0.107982,0,1434
,0.81,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,LAC,30.528,358.686,30.744,-3.546,0,738
,0.18,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,358.686,179.343,0,0,2040
,0.09,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,NA,27.126,358.686,179.343,0,0,2056
,0.09,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,NA,27.126,365.85972,182.92986,0,0,2072
,1.26,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,LAC,36.18,365.85972,182.92986,0,0,1369
,0.72,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,LAC,36.18,358.686,179.343,0,0,737
,3.24,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,HAC,30.33,358.686,30.744,-3.546,0,1203
,1.26,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,LAC,36.18,358.686,3.6,-0.107982,0,769
,0.45,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,HAC,38.016,358.686,179.343,0,0,757
,2.07,3151,Forest,California Central Valley Riparian Forest and Woodland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,365.85972,182.92986,0,0,1458
,0.45,7,Orchard,Orchard,California Central Valley Riparian Forest and Woodland,Wetland,38.412,358.686,30.744,-3.546,0,5519
,0.18,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Wetland,39.731292,358.686,3.6,-4.626,0,5081
,0.18,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,NA,27.126,358.686,3.6,-0.107982,0,5364
,2.79,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,NA,27.126,358.686,5.4,0,-6.6735,5119
,0.81,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Sandy,27.126,358.686,5.4,0,-6.6735,5079
,4.5,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,Sandy,22.504536,358.686,3.6,-4.626,0,5437
,69.57,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,358.686,5.4,0,-6.6735,4533
,0.45,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Forest and Woodland,HAC,31.657374,358.686,3.6,-4.626,0,5246
,6.03,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,HAC,38.016,358.686,5.4,0,-6.6735,5306
,9.63,2,Grassland,Grassland,California Central Valley Riparian Forest and Woodland,Wetland,49.446,358.686,3.6,-0.107982,0,2458
,1.26,0,Wetland,Wetland,California Central Valley Riparian Forest and Woodland,LAC,36.18,358.686,5.4,0,-6.6735,5066
,1.8,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,HAC,38.016,20.412,5.4,0,-6.6735,6177
,0.63,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,LAC,36.18,20.412,5.4,0,-6.6735,6398
,0.18,4,Urban,Developed,California Central Valley Riparian Herbaceous,Wetland,49.446,20.412,14.4,0,0,6922
,4.95,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,Sandy,22.504536,20.412,3.6,-4.626,0,1995
,26.46,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,Sandy,27.126,20.412,3.6,-0.107982,0,2057
,3.6,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,NA,27.126,20.412,3.6,-0.107982,0,2007
,6.39,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,Sandy,27.126,20.412,5.4,0,-6.6735,1992
,133.74,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,Sandy,27.126,20.412,5.4,0,-6.6735,3520
,0.36,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,NA,21.168,20.412,30.744,-3.546,0,4151
,2.34,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,Sandy,21.168,20.412,30.744,-3.546,0,2008
,55.62,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,NA,27.126,20.412,5.4,0,-6.6735,2006
,0.27,8,Vineyard,Vineyard,California Central Valley Riparian Herbaceous,Wetland,38.412,20.412,5.22,-1.638,0,3598
,0.81,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,NA,27.126,20.412,5.4,0,-6.6735,3525
,85.05,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,Wetland,49.446,20.412,3.6,-0.107982,0,4402
,5.58,3257,Wetland,Wetland,California Central Valley Riparian Herbaceous,Wetland,49.446,20.412,5.4,0,-6.6735,5616
,8.64,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,Wetland,39.731292,20.412,3.6,-4.626,0,4949
,0.9,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,HAC,30.33,20.412,30.744,-3.546,0,4567
,3646.89,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,Wetland,49.446,20.412,5.4,0,-6.6735,3858
,3.69,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Herbaceous,Wetland,33.39,20.412,5.4,-4.41,0,5631
,45.18,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,HAC,38.016,20.412,3.6,-0.107982,0,4484
,0.45,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,LAC,30.528,20.412,30.744,-3.546,0,3225
,0.18,8,Vineyard,Vineyard,California Central Valley Riparian Herbaceous,NA,21.168,20.412,5.22,-1.638,0,4861
,116.28,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,HAC,38.016,20.412,5.4,0,-6.6735,4442
,4.05,7,Orchard,Orchard,California Central Valley Riparian Herbaceous,Wetland,38.412,20.412,30.744,-3.546,0,4394
,1.35,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,HAC,31.657374,20.412,3.6,-4.626,0,5290
,0.63,11,Irrigated Pasture,Irrigated Pasture,California Central Valley Riparian Herbaceous,HAC,26.532,20.412,5.4,-4.41,0,5439
,194.94,0,Wetland,Wetland,California Central Valley Riparian Herbaceous,LAC,36.18,20.412,5.4,0,-6.6735,2885
,0.81,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,LAC,31.855176,20.412,3.6,-4.626,0,5061
,1.08,9,Annual Cropland,Annual Cropland,California Central Valley Riparian Herbaceous,NA,22.504536,20.412,3.6,-4.626,0,4867
,14.94,2,Grassland,Grassland,California Central Valley Riparian Herbaceous,LAC,36.18,20.412,3.6,-0.107982,0,4502
,0.54,8,Vineyard,Vineyard,California Central Valley Riparian Herbaceous,Sandy,21.168,20.412,5.22,-1.638,0,3395
,0.27,8,Vineyard,Vineyard,California Central Valley Riparian Herbaceous,LAC,30.528,20.412,5.22,-1.638,0,4911
,0.63,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,5.4,0,-6.6735,5835
,34.83,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,15.84,0,0,6767
,15.03,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,3.6,-0.107982,0,6433
,1.35,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,3.6,-0.107982,0,6678
,0.09,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,15.84,0,0,6617
,14.58,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,15.84,0,0,7621
,0.09,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,Sandy,21.168,31.68,30.744,-3.546,0,2138
,1.35,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,15.84,0,0,1314
,0.27,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,HAC,31.657374,31.68,3.6,-4.626,0,2190
,0.09,11,Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,HAC,26.532,31.68,5.4,-4.41,0,1239
,0.09,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,HAC,30.33,31.68,30.744,-3.546,0,826
,0.36,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,Sandy,22.504536,31.68,3.6,-4.626,0,4167
,0.09,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,LAC,30.528,31.68,30.744,-3.546,0,2472
,0.81,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,5.4,0,-6.6735,5244
,22.14,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,3.6,-0.107982,0,2783
,8.91,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,3.6,-0.107982,0,2838
,0.18,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,Wetland,38.412,31.68,30.744,-3.546,0,2805
,4.05,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,5.4,0,-6.6735,5155
,0.63,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,3.6,-0.107982,0,4853
,0.27,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,5.4,0,-6.6735,4595
,0.09,3265,Forest,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,LAC,36.18,304.65,152.325,0,0,7662
,13.32,3265,Forest,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,HAC,38.016,310.743,155.3715,0,0,7329
,0.63,3265,Forest,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,NA,27.126,310.743,155.3715,0,0,7431
,0.09,2,Grassland,Grassland,California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,HAC,38.016,304.65,3.6,-0.107982,0,7006
,0.09,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,3.6,-0.107982,0,6551
,0.09,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,3.6,-0.107982,0,6051
,0.09,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,5.4,0,-6.6735,4851
,0.09,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,HAC,31.657374,31.68,3.6,-4.626,0,3777
,0.36,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,5.4,0,-6.6735,5149
,0.09,2,Grassland,Grassland,California Lower Montane Blue Oak Forest and Woodland,NA,27.126,304.65,3.6,-0.107982,0,1058
,0.09,3264,Forest,California Lower Montane Blue Oak Forest and Woodland,California Lower Montane Blue Oak Forest and Woodland,HAC,38.016,310.743,155.3715,0,0,1067
,0.09,3264,Forest,California Lower Montane Blue Oak Forest and Woodland,California Lower Montane Blue Oak Forest and Woodland,NA,27.126,304.65,152.325,0,0,1090
,0.27,2,Grassland,Grassland,California Lower Montane Blue Oak Forest and Woodland,HAC,38.016,304.65,3.6,-0.107982,0,1068
,0.09,5,Urban,Urban,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,14.4,0,0,6066
,2.43,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,15.84,0,0,5944
,0.09,5,Urban,Urban,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,14.4,0,0,5668
,0.09,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,NA,22.504536,31.68,3.6,-4.626,0,7323
,0.09,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,15.84,0,0,6351
,2.61,11,Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,HAC,26.532,31.68,5.4,-4.41,0,6117
,241.83,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,3.6,-0.107982,0,2150
,16.74,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,3.6,-0.107982,0,3531
,0.54,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,LAC,31.855176,31.68,3.6,-4.626,0,2187
,9.9,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,HAC,30.33,31.68,30.744,-3.546,0,832
,11.7,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,HAC,31.657374,31.68,3.6,-4.626,0,2186
,54.09,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,3.6,-0.107982,0,3429
,57.87,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,15.84,0,0,2019
,0.36,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,15.84,0,0,4570
,9.36,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,5.4,0,-6.6735,5420
,0.09,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,NA,21.168,31.68,30.744,-3.546,0,2560
,19.89,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,5.4,0,-6.6735,4773
,0.09,5,Urban,Urban,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,14.4,0,0,4733
,0.45,5,Urban,Urban,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,14.4,0,0,4724
,32.31,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,15.84,0,0,2388
,0.54,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,5.4,0,-6.6735,5360
,4.86,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,3.6,-0.107982,0,2874
,1.44,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,LAC,30.528,31.68,30.744,-3.546,0,2986
,2.61,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,5.4,0,-6.6735,4611
,0.9,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,5.4,0,-6.6735,4971
,1.08,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,Wetland,39.731292,31.68,3.6,-4.626,0,4765
,18.72,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,Sandy,22.504536,31.68,3.6,-4.626,0,4899
,3.87,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,3.6,-0.107982,0,5438
,0.45,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,Sandy,21.168,31.68,30.744,-3.546,0,5330
,0.09,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,LAC,30.528,31.68,30.744,-3.546,0,6686
,0.54,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,5.4,0,-6.6735,6388
,0.36,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,3.6,-0.107982,0,6377
,0.99,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,3.6,-0.107982,0,3524
,2.25,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,15.84,0,0,2158
,0.63,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,15.84,0,0,1500
,1.98,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,15.84,0,0,1394
,0.36,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,15.84,0,0,967
,0.18,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,Sandy,21.168,31.68,30.744,-3.546,0,2093
,0.45,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,5.4,0,-6.6735,5368
,0.81,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,5.4,0,-6.6735,5264
,0.36,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,Wetland,39.731292,31.68,3.6,-4.626,0,5508
,0.09,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,NA,21.168,31.68,30.744,-3.546,0,2485
,0.18,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,HAC,31.657374,31.68,3.6,-4.626,0,5403
,0.09,11,Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,HAC,26.532,31.68,5.4,-4.41,0,5120
,0.18,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,HAC,30.33,31.68,30.744,-3.546,0,2470
,0.09,11,Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,NA,18.252,31.68,5.4,-4.41,0,5104
,8.73,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,3.6,-0.107982,0,5353
,0.45,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,3.6,-0.107982,0,2912
,26.91,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,5.4,0,-6.6735,4427
,1.35,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,5.4,0,-6.6735,5453
,14.04,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,3.6,-0.107982,0,2664
,0.54,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,Sandy,22.504536,31.68,3.6,-4.626,0,5476
,47.16,3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,HAC,38.016,274.518,137.259,0,0,6700
,0.27,2,Grassland,Grassland,California Mesic Chaparral,HAC,38.016,274.518,3.6,-0.107982,0,6871
,8.82,3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,NA,27.126,274.518,137.259,0,0,7407
,2.16,3097,Shrubland,California Mesic Chaparral,California Mesic Chaparral,LAC,36.18,274.518,137.259,0,0,7454
,0.09,3928,Shrubland,Western Warm Temperate Developed Ruderal Shrubland,Western Warm Temperate Developed Ruderal Shrubland,LAC,36.18,0,0,0,0,2405
,0.09,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,LAC,31.855176,31.68,3.6,-4.626,0,7639
,0.09,5,Urban,Urban,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,14.4,0,0,6060
,0.18,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,NA,22.504536,31.68,3.6,-4.626,0,7314
,0.09,11,Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,Wetland,33.39,31.68,5.4,-4.41,0,7042
,5.22,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,15.84,0,0,1368
,20.16,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,HAC,30.33,31.68,30.744,-3.546,0,369
,1.98,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,Sandy,21.168,31.68,30.744,-3.546,0,1865
,37.62,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,15.84,0,0,2200
,3.15,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,15.84,0,0,1416
,0.45,4,Urban,Developed,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,14.4,0,0,2130
,0.36,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,Wetland,38.412,31.68,30.744,-3.546,0,1097
,32.94,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,3.6,-0.107982,0,1692
,6.84,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,15.84,0,0,1690
,167.94,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,3.6,-0.107982,0,1499
,189.63,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,3.6,-0.107982,0,790
,1.08,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,NA,21.168,31.68,30.744,-3.546,0,4176
,2.79,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,HAC,31.657374,31.68,3.6,-4.626,0,2101
,21.33,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,HAC,38.016,31.68,5.4,0,-6.6735,2198
,2.61,11,Irrigated Pasture,Irrigated Pasture,Sonora-Mojave Semi-Desert Chaparral,HAC,26.532,31.68,5.4,-4.41,0,5114
,3.96,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,5.4,0,-6.6735,4441
,0.09,4,Urban,Developed,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,14.4,0,0,5404
,0.09,5,Urban,Urban,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,14.4,0,0,4973
,29.79,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,5.4,0,-6.6735,4652
,0.18,5,Urban,Urban,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,14.4,0,0,4698
,10.53,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Sandy,27.126,31.68,5.4,0,-6.6735,4368
,2.97,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,Sandy,22.504536,31.68,3.6,-4.626,0,4361
,253.62,0,Wetland,Wetland,Sonora-Mojave Semi-Desert Chaparral,Wetland,49.446,31.68,5.4,0,-6.6735,4526
,48.51,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,LAC,36.18,31.68,3.6,-0.107982,0,2473
,8.46,2,Grassland,Grassland,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,3.6,-0.107982,0,3085
,1.89,9,Annual Cropland,Annual Cropland,Sonora-Mojave Semi-Desert Chaparral,Wetland,39.731292,31.68,3.6,-4.626,0,5029
,28.44,3108,Shrubland,Sonora-Mojave Semi-Desert Chaparral,Sonora-Mojave Semi-Desert Chaparral,NA,27.126,31.68,15.84,0,0,2435
,2.61,7,Orchard,Orchard,Sonora-Mojave Semi-Desert Chaparral,LAC,30.528,31.68,30.744,-3.546,0,4670
,218.34,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,146.547,0,0,6928
,14.13,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,NA,27.126,293.094,146.547,0,0,7381
,0.18,5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,5681
,0.09,3105,Shrubland,Northern and Central California Dry-Mesic Chaparral,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,146.547,0,0,6062
,0.09,9,Annual Cropland,Annual Cropland,Northern and Central California Dry-Mesic Chaparral,HAC,31.657374,293.094,3.6,-4.626,0,6523
,0.09,5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,5669
,0.09,5,Urban,Urban,Northern and Central California Dry-Mesic Chaparral,Wetland,49.446,293.094,14.4,0,0,5715
,32.76,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,HAC,38.016,293.094,3.6,-0.107982,0,611
,1.17,7,Orchard,Orchard,Northern and Central California Dry-Mesic Chaparral,HAC,30.33,293.094,30.744,-3.546,0,424
,0.27,2,Grassland,Grassland,Northern and Central California Dry-Mesic Chaparral,Sandy,27.126,293.094,3.6,-0.107982,0,457
